title,link,source,journalist,date,content,classification
JD Vance’s French Horn Solo Booed At Kennedy Center,https://theonion.com/jd-vances-french-horn-solo-booed-at-kennedy-center/,The Onion,,2025-03-14T13:34:36-05:00,"WASHINGTON—Failing to receive the reaction he anticipated from audience members, JD Vance was booed at the John F. Kennedy Center for the Performing Arts while playing a French horn solo, sources confirmed Friday. The stage curtains reportedly rose to reveal the vice president, an amateur horn player, standing by himself behind a music stand, a sight that elicited gasps and murmurs from those in attendance. According to sources, the crowd began booing and jeering Vance within the first 15 seconds of his performance of Franz Strauss’s Horn Concerto, Op. 8, causing the vice president to quickly lose his confidence and begin playing cracked and flat notes. Several reports indicated that the vice president attempted to make eye contact with his wife, second lady Usha Vance, who sat in the box tier, but she only looked away and stared down at her hands. At press time, Vance was said to have dropped his French horn to the floor and run off the stage in tears, knocking over the music stand in the process.

",0
RFK Jr. Claims Measles Can Be Cured With A Good Concealer,https://theonion.com/rfk-jr-claims-measles-can-be-cured-with-a-good-concealer/,The Onion,,2025-03-14T12:55:47-05:00,"WASHINGTON—In the wake of a growing outbreak that has sickened hundreds and killed two in West Texas and New Mexico, Health and Human Services Secretary Robert F. Kennedy Jr. claimed Friday that measles could be cured with a good concealer. “If you contract measles or suspect you have contracted measles, I recommend immediately applying a high-quality, full-coverage liquid or cream color corrector to affected areas,” said Kennedy, who added that HHS was rushing to distribute facial cleanser, foundation, and 10-ounce tubes of L’Oréal Infallible to pharmacies in the region. “Our nation’s top infectious disease doctors recommend anyone who has been exposed to measles immediately use a ring light to assess their skin, apply a dab of 24-hour concealer, and then smooth with a brush or Beautyblender makeup sponge. The truth is, if Americans just had proper access to lightweight cosmetic products capable of hiding blemishes, eliminating uneven skin tone, and highlighting natural complexion, measles could be eradicated.” At press time, Kennedy had released a makeup tutorial where he demonstrated how to apply concealer manufactured by his wife Cheryl Hines’ makeup company for extra measles protection.

",0
Report: More Americans Moving Away From Urban Areas For Rural Life Where They Have Escalating Feud With Beaver,https://theonion.com/report-more-americans-moving-away-from-urban-areas-for-rural-life-where-they-have-escalating-feud-with-beaver/,The Onion,,2025-03-14T08:00:00-05:00,"CAMBRIDGE, MA—Suggesting the reversal of a longstanding historical trend towards urbanization, a report published Tuesday by researchers at Harvard University revealed that more Americans were moving away from cities to pursue a rural life where they have an escalating feud with a beaver. “Our findings indicate there has been a 15% increase in Americans who trade the hustle and bustle of metropolitan life for an agrestic existence in which they dismantle a small beaver dam on their property, leading the determined rodent to seek retribution,” said the report’s lead author, Keith Rawlings, noting that rising rents and concerns about crime had driven even long-term city dwellers to purchase a secluded woodland home whose walls, cabinets, and tables would ultimately be gnawed into a series of elaborate booby traps by the vengeful beaver and his family. “More U.S. citizens are leaving behind the nightlife and cultural events of large urban centers, preferring to spend their disposable income on a faulty beaver-trapping kit, an eccentric exterminator who will end up poisoning himself, and a two-barrel shotgun they will use to destroy their remaining possessions in a desperate pursuit of the elusive semiaquatic mammal. While many say they miss the convenience and variety of cities, they nonetheless prefer a country life in which they realize the beaver would make the perfect mascot for the big ad campaign they’ve been working on and ultimately learn to live in peace with the creature.” Rawlings added that, by contrast, a relatively negligible number of Americans were choosing to leave rural areas in pursuit of an urban life in which they befriend a wise-cracking pigeon.

",0
Elon Musk Creates Federal Employee Revenge Porn Database,https://theonion.com/elon-musk-creates-federal-employee-revenge-porn-database/,The Onion,,2025-03-11T08:00:00-05:00,"WASHINGTON—Promising to use the U.S. DOGE Service to usher in a new age of government accountability and transparency, Elon Musk ordered the creation of a federal employee revenge porn database this week. “Federal employees have been lazy and unmotivated for years, so to ensure productivity going forward, all government workers must email me private nudes they would never want leaked,” said Musk, who warned members of the U.S. civil service that failing to send in a sexually explicit video in which their face was clearly visible would be considered a resignation. “In the event of insubordination or noncompliance with executive orders, these private porn videos will be immediately posted to Pornhub and other sites using the employee’s full name. I don’t want any of that softcore shit either—only videos with full penetration or clear oral sex acts will be considered valid. DOGE employees and myself will be personally reviewing each video to ensure compliance and will reject any videos deemed not explicit enough.” Musk added that for any federal employee who does not currently have a qualifying sex tape, AI would be used to create one.

",0
Report Finds Ticketmaster Controls 80% Of Nation’s Middle School Talent Shows,https://theonion.com/report-finds-ticketmaster-controls-80-of-nations-middle-school-talent-shows/,The Onion,,2025-03-11T08:00:00-05:00,"WEST HOLLYWOOD, CA—In a new revelation shedding further light on the ticket sales and distribution giant’s alleged monopoly, a bombshell report published Tuesday found that Ticketmaster controls 80% of America’s middle school talent shows. “Ticketmaster retains the exclusive booking rights to thousands of middle school auditoriums across the country, creating an out-of-control resale market that prices out parents hoping to see their children perform amateur flute solos or tap routines set to Kidz Bop renditions of pop songs,” said researcher and report co-author Alyssa Cade, whose findings also revealed that scammers and bots take advantage of Ticketmaster’s stranglehold on talent shows, often reselling tickets for 10 times their original price. “This monopoly means that Ticketmaster is essentially engaging in price-gouging, forcing parents to spend $200 to $300 on a ticket that was originally guaranteed with the donation of one canned good.” Reached for comment, Ticketmaster defended its sales practices by claiming it was only fair that both the company and middle schools received a cut of sales.

",0
Nation Uses Extra Hour Of Daylight To Sun Perineums Even Harder,https://theonion.com/nation-uses-extra-hour-of-daylight-to-sun-perineums-even-harder/,The Onion,,2025-03-10T13:52:48-05:00,"CLEVELAND—Excitedly heading out to yards, balconies, and public parks across the country to reap the wellness benefits, the U.S. populace confirmed Monday that it was using the extra hour of daylight to sun its perineums even harder. “If you thought I was serious about my health before, just wait and see what another whole hour of basking my taint in direct sunlight does for my libido, circulation, and mood,” said Ohio resident Elena Nelson, echoing the sentiment of 340 million Americans who had removed their pants and underwear, laid on their backs with their legs raised, and enthusiastically sunned the region between their anus and genitals until the last of the day’s light. “That lost hour of sleep is a small price to pay to bring my perineum-sunning to the next level. Squatting over a SAD lamp gets me through the winter, but it just doesn’t hold a candle to soaking up actual solar goodness. C’mon, everyone! Let’s spring forward into tanning those gooches!” At press time, millions of perineal carcinomas added that they were feeling a lot more energized, too.

",0
Trump Says Recession Unfortunate But Necessary Step To Get To Depression,https://theonion.com/trump-says-recession-unfortunate-but-necessary-step-to-get-to-depression/,The Onion,,2025-03-10T13:08:44-05:00,"WASHINGTON—Warning that Americans should brace themselves for an economic “period of transition,” President Donald Trump told reporters Monday that a recession would be an unfortunate but necessary step on the way to all-out depression. “Look, what we’re doing is very big and will cause some pain, but that pain is necessary to cause total economic collapse,” Trump said during a press conference, adding that while his decision to implement billions of dollars in tariffs on foreign imports and fire 20,000 federal workers could cause a temporary disturbance, Americans would ultimately emerge much, much worse for it. “Things might be bad for a little while, but we’re okay with that, because we know that in the end these policies will drive markets into a deadly tailspin and push the economy to a point of no return. Trust me. Some hardship now will only make your bank accounts more empty in the long run. If everything goes right, none of you will be able to afford food, housing, or retirement ever again.” At press time, many of Trump’s most vocal defenders stressed that they trusted the president to usher in the greatest depression the nation had ever seen.

",0
DHS Begins National Registry Of Duolingo Users,https://theonion.com/dhs-begins-national-registry-of-duolingo-users/,The Onion,,2025-03-10T08:00:00-05:00,"WASHINGTON—Warning that the highly suspicious individuals constituted a threat to the country’s safety and cultural unity, the U.S. Department of Homeland Security announced plans Monday to create a national registry of Duolingo users. “For unknown reasons, there are people in this country attempting to learn foreign languages ranging from Italian to Japanese, and we need to remain vigilant in the face of what they might be preparing,” said Homeland Security Secretary Kristi Noem, warning that any Duolingo user who had earned a Social Butterfly or Flawless Finisher badge was not a real American and did not share the country’s values. “As a result of the Biden administration’s lax enforcement, the number of potentially dangerous Duolingo users in the country has jumped to over 75 million. Many of them have kept a streak alive for months. Anyone currently living in the country and earning XP on Duolingo must comply and register with the government or face deportation. We encourage citizens to report any neighbors they witness reciting phrases like ‘Lo siento’ or ‘Perdón’ into their phone.” Noem added that while most users were safe from punitive action at this time, anyone on the Duolingo leaderboards would be targeted immediately for extradition to Guantánamo Bay.

",0
Noom Weight Loss Quiz Guarantees Personalized Insults Tailored To Users’ Insecurities,https://theonion.com/noom-weight-loss-quiz-guarantees-personalized-insults-tailored-to-users-insecurities/,The Onion,,2025-03-10T08:00:00-05:00,"NEW YORK—In a continued effort to harness the power of psychology to help customers achieve their fitness goals, Noom announced Monday that the company’s weight loss quiz now guarantees personalized insults tailored to users’ insecurities. “There’s no one-size-fits-all approach to getting healthy, which is why the Noom team is proud to provide specific and detailed put-downs that will hit users directly where they are most vulnerable,” said CEO Geoff Cook, telling reporters that while generic taunts such as “tubby” or “lardo” could provide a small amount of motivation, they were nowhere near as effective as individualized jabs about the unsightliness of a user’s specific body parts generated by Noom’s proprietary algorithm. “Simply download the app and begin answering questions about your body type and exercise habits, and in a matter of minutes, Noom will be able to identify that, say, everyone is laughing at you behind your back because of the way your arm flab jiggles, or that your pathetic, untoned stomach would probably make any potential lovers throw up on sight.” Cook added that users of the app can also track their eating habits by inputting food they have consumed into the Noom calorie counter while it loudly oinks.

",0
Trump’s North American Tariffs: Myth Vs. Fact,https://theonion.com/trumps-north-american-tariffs-myth-vs-fact/,The Onion,,2025-03-10T08:00:00-05:00,"President Trump’s plans for tariffs, including on goods from Canada and Mexico, have left many consumers and investors uneasy.The Onionseparates the facts from the myths.

MYTH: Tariffs will revitalize the American auto industry.

FACT: Only the second coming of the Ford Fiesta could do that.

MYTH: Trump has imposed 25% tariffs on Mexico and Canada.

FACT: Actually this is true, no wait it’s a myth now, and, fuck, no wait.

MYTH: Tariffs will raise prices.

FACT: It’s only possible for prices to rise when a Democrat is president.

Myth: Tariffs will bring back American manufacturing jobs.

Fact: Christ, give it up, Grandpa. The plant has been closed since 1982.

MYTH: Tariffs are taxes.

FACT: Tariffs are the little things: a smile between strangers, the smell of a freshly poured cup of coffee, or the laughter of a child.

MYTH: Tariffs will help crack down on illegal drugs entering at the borders.

FACT: Tariffs will protect the U.S. fentanyl industry.

MYTH: Tariffs may trigger a global recession.

FACT: They have triggered a global recession.

",0
Cackling Hims CEO Threatens To Pull Switch Activating All World’s Erections At Once,https://theonion.com/cackling-hims-ceo-threatens-to-pull-switch-activating-all-worlds-erections-at-once/,The Onion,,2025-03-07T08:00:00-06:00,"SAN FRANCISCO—Warning that every flaccid member across the globe now represented a ticking time bomb in his hands, cackling Hims CEO Joseph Ludlum released a statement Friday in which he threatened to pull a switch that would activate all the world’s erections at once.

In the three-minute video address, which was broadcast suddenly to millions of screens across the planet, Ludlum dared world leaders to question his resolve and stood before a massive electrically charged array that he referred to as the Universal Engorgement Generator. Sources confirmed that as energy crackled through the minimalist, pastel-colored laboratory in the recording, Ludlum insisted that only if his demands were met could the planet avoid the mass chaos that would ensue if the genitals of countless men were to grow harder than anyone could ever imagine.

“Citizens of Earth, we at Hims have long served as overseers of your sexual health, and today we come with a simple request: $10 trillion by midnight, or we will trigger every last one of your erections,” Joseph Ludlum said in the video, letting out a high-pitched laugh as he marveled at how easy wresting control of the world’s phalluses had been. “For years, you fools have sat idly by, enjoying discreet shipping to your door and chomping down on our Hard Mints like so much candy. Did you ever think to question what all the low prices were for? Did you not realize your lifeless members were slowly becoming marionettes in thrall to my every order?”

“Picture it, if you will: millions and millions of once-limp penises, all growing stiff in an instant with the same active ingredients used in Cialis and Viagra,” Ludlum continued.

Authorities have treated as credible claims that the extensive Hims telehealth network—which gives the company access to billions of erections—could be utilized to create widespread havoc through sudden engorgement, blue balls, and even premature ejaculations. However, officials urged citizens to stay calm and refrain from tampering with their genitalia, stressing that any misstep on their part could immediately set off every erection in a 10-mile radius.

Even as all 193 U.N. member states refused to capitulate to what they called the “ravings of a madman,” the Hims website reportedly updated with a countdown clock and a new “Frequently Asked Questions For Hapless Nitwits” section, which included such entries as “Myths of ED: If you cross the Hims corporation, will your penis inflate so much that it blows up?” “What happens if I already have an erection when the engorgement beam strikes me?” and “If Hims can make me hard whenever they want, can they also make me soft again, and then hard and then soft, so that my member is forever prancing to their mad tune like a dancer to a piper’s song?”

Reports confirmed that each passing minute since the broadcast has brought mounting terror among untold numbers of men who have grown paralyzed with fear at the prospect of losing control of their own genitals, which could become distended with blood and potentially never go flaccid again—a scenario that the Hims executive described in a taunting follow-up warning.

“Can your puny governments not comprehend the consequences of such mass penis-hardening?” Ludlum said in a second video. “Mayhem in the street. Cars driving off roads. Entire city blocks left in ruin. Do you fools dare defy our warnings? Well, then, perhaps a little taste of our stiffening power will show you how serious we truly are.”

“Now, come, my soft little pretties, and rise up for your master’s commands!” he added, throwing a switch that began crackling with electricity as it sent a wave of engorgement through the atmosphere of the Northeastern United States.

With widespread disorder spreading across the region, officials in New York and Boston confirmed boardrooms descended into panicked chaos, planes stalled on runways, and men stared at their penises while screaming in response to the sudden unimaginable rigidity entering their loins. The Centers for Disease Control confirmed that over 12,000 residents were hospitalized with erections that lasted longer than four hours.

The Hims CEO later issued a press release that simply read, “Tick-tock, tick-tock, dear friends,” before signing off as “the Puppetmaster of Phalluses.”

“Now, you fools, midnight fast approaches, and I will turn my device to full blast, demonstrating the true power of my—of my—oh no, I’m…I’m…gahh!” an out-of-breath Ludlum said in his final dispatch, moments after the machine misfired and blasted him with its engorgement beam, causing the CEO to fall to his knees in a gasp of defeat. “Curses! Someone must have meddled with the Premature Ejacu-Ray setting. Hold on. No, it’s fine. Just leave me alone. It’s just… I said it’s fine! Don’t touch me. I just don’t like to be touched afterwards.”

“You haven’t seen the last of me!” he added. “But for now I must go rest and regain my strength.”

",0
What To Know About NOAA,https://theonion.com/what-to-know-about-noaa/,The Onion,,2025-03-07T08:00:00-06:00,"Q: Why is the Trump administration targeting the National Oceanic and Atmospheric Administration?

A: To encourage forecast-obsessed Americans to live in the moment.

Q: Why do we need NOAA?

A: We’re about to find out.

Q: Why do Republicans want to privatize the agency’s work?

A: Conservatives believe a free market will provide the best possible weather.

Q: Is it not hubris for the mind of man to seek to touch the realms of the firmament?

A: Yeah, it kind of is.

Q: What is the main benefit to privatizing weather data?

A: Less traffic on evacuation routes.

Q: What should we rely on for weather forecasting now?

A: The aching joints of the elderly.

",0
Erewhon Defends $19 Strawberry: ‘It’s Made To Be Split’,https://theonion.com/erewhon-defends-19-strawberry-its-made-to-be-split/,The Onion,,2025-03-07T08:00:00-06:00,,0
Trump Renames Eric ‘Eric Of America’,https://theonion.com/trump-renames-eric-eric-of-america/,The Onion,,2025-03-06T13:40:40-06:00,,0
Fact-Checking Trump On The Russia-Ukraine War,https://theonion.com/fact-checking-trump-on-the-russia-ukraine-war/,The Onion,,2025-03-06T10:24:53-06:00,"Following his Oval Office clash with Ukrainian President Volodymyr Zelensky, President Donald Trump has paused military aid to Ukraine.The Onionfact-checks Trump on the Russia-Ukraine war.

Claim: Zelensky never told the United States ‘thank you.’

False: Every voice other than his own just sounds like high-pitched ringing to Trump.

Claim: Ukraine started the war.

False: Ukraine provoked a “special military operation,” not a war.

Claim: The United States has given Ukraine $350 billion.

Unverified: This cannot be confirmed because fingers only go up to 10.

Claim: Zelensky is a dictator.

False: Dictators tend to be fashionable.

Claim: Trump berated Zelensky as if Ukraine were one of America’s worst enemies.

False: Trump used a tone of voice normally reserved for JD Vance.

",0
"Pete Hegseth Deploys 3,000 U.S. Troops On Beer Run",https://theonion.com/pete-hegseth-deploys-3000-u-s-troops-on-beer-run/,The Onion,,2025-03-03T15:13:07-06:00,"WASHINGTON—Declaring the utter lack of alcohol in the Pentagon kitchen to be a “national emergency,” Defense Secretary Pete Hegseth reportedly deployed 3,000 troops American on a beer run Monday. “As of this morning, I have ordered our armed forces to travel to liquor stores, gas stations, and 7-Elevens across the country to stock up on brewskis ASAP,” said Hegseth, adding that he’d also sent a Stryker Brigade Combat Team and a General Support Aviation Battalion to load up their armored vehicles and aircraft with as many 30-packs of Keystone Light, Busch Light, and Natty Light as they could fit. “Although we previously ordered the National Guard to score beer back in January, it ran out in, like, a day. Now it’s becoming increasingly clear that without military intervention, our kegs will run dry before the night even begins. The last thing this nation needs is to be left with nothing but tequila. That shit gives me such a fucking hangover.” According to sources, Hegseth also ordered the military to buy several thousand bottles of Smirnoff for some chicks he had been texting.

",0
Trump’s First 100 Days,https://theonion.com/trumps-first-100-days/,The Onion,,2025-03-03T10:51:02-06:00,"After taking the oath of office, presidents historically have only a short time to achieve their major policy goals before midterm elections and shifts in public sentiment catch up to them. Here,The Oniontakes a deep dive into the likeliest milestones in President Donald J. Trump’s first hundred days.

Day 1: Pull big red lever labeled “Deport”

Day 3: Get new red marker for crossing names off enemies list

Day 9: Install secret junk food fridge that RFK Jr. can’t find

Day 17:Imprison Stormy Daniels in pornographic terrarium

Day 23: Get JD Vance to stop staring at him

Day 45: Take time to appreciate gutting the little things

Day 61: Check out changes to D.C. restaurant scene

Day 79: Imprison all 6,978 Americans named Jack Smith, just in case

Day 93: Treat self to a “me day”

Day 100: Have stroke

",0
Tim Walz Calls On Fellow Democrats To Return His Tupperware,https://theonion.com/tim-walz-calls-on-fellow-democrats-to-return-his-tupperware/,The Onion,,2025-03-03T08:00:00-06:00,"ST. PAUL, MN—Making an impassioned plea to his colleagues in an effort to inspire concrete action, Gov. Tim Walz of Minnesota publicly called on his fellow Democrats Monday to return his Tupperware at once. “To the esteemed members of the Democratic Party—I implore you to stand up for what’s right and give back any pieces of my Tupperware you have yet to return,” said the former vice presidential candidate, calling on House Minority Leader Hakeem Jeffries, Senate Minority Leader Chuck Schumer, and other top Democrats to set a good example of kitchen container etiquette. “For too long, this party has sat back and watched as my casserole dish goes without its corresponding lid. We as a country, as well as my famous green bean hot dish, deserve better than freezing leftovers in ziplock bags when perfectly good freezer-safe Tupperwares  are going unreturned. It is therefore our duty as defenders of the Constitution to see to it that loaned out containers are properly washed and handed back to their rightful owners in a timely manner—preferably with something tasty that you made inside.” At press time, Walz had urged Democratic voters to keep calling their representatives to demand his vintage Anchor Hocking dishware be returned.

",0
Trump Signs Executive Order Making Official Language Of U.S. Remedial English,https://theonion.com/trump-signs-executive-order-making-official-language-of-u-s-remedial-english/,The Onion,,2025-02-28T14:18:17-06:00,"WASHINGTON—In a move designed to promote unity and establish efficiency at the federal level, President Donald Trump signed an executive order Friday making the nation’s official language remedial English. “Going forward, all government communications must be really short and lack any kind of coherent grammatical structure,” read the executive order, which also mandated that official documents could not contain words that were more than one syllable long, could not use difficult modifiers like adverbs, and should ideally include numerous misspellings. “We will no longer permit fancy-sounding grown-up words, but will instead use ones that are easy to sound out if you think real hard. For instance, words that start with “kn,” “gn,” or a silent “h” are bad. But words like ‘dog,’ ‘mom,’ and ‘dad’ are good.” At press time, the Department of Education had released new guidelines forbidding schools from teaching students more than five words total.

",0
NOAA Cuts Leave Wind Chimes As Sole Predictor Of Approaching Hurricanes,https://theonion.com/noaa-cuts-leave-wind-chimes-as-sole-predictor-of-approaching-hurricanes/,The Onion,,2025-02-28T12:59:12-06:00,"SILVER SPRING, MD—As mass firings of career experts and scientists continued to roil the federal government, officials confirmed Friday that cuts to the National Oceanic and Atmospheric Administration had left a single set of wind chimes as the sole predictor of approaching hurricanes. “In the wake of hundreds of layoffs at the National Weather Service, we would advise citizens to listen for the gentle tinkling of these wind chimes to gauge whether a tornado, flash flood, or other severe storm system is drawing near,” said NOAA spokesperson Andrea Kopit, expressing the administration’s hope that the characteristic jingling of the chimes in the breeze would provide information as accurate as that gathered from the former network of weather satellites, Doppler radar systems, and aircraft observation overseen by 12,000 staff members in an effort to prevent catastrophic property damage and casualties. “Unfortunately, the chimes are located in Topeka, KS, so many Americans will need to travel to listen for their sound in the breeze. The benefit here is there’s an elderly woman sitting on the porch below the chimes, and you can use the creak in her arthritic knee to get a read on shifts in barometric pressure.” The NOAA cuts followed layoffs at the U.S. Geological Survey that resulted in all earthquakes being tracked by observing the sudden rattling of a glass of water set on a table.

",0
Lockheed Martin Develops Giant Tactical Rubber Spider,https://theonion.com/lockheed-martin-develops-giant-tactical-rubber-spider/,The Onion,,2025-02-28T09:55:41-06:00,"BETHESDA, MD—Ushering in a new, highly advanced era of creepy-crawly warfare, defense contractor Lockheed Martin announced Friday that it had developed a giant tactical rubber spider. “With the introduction of this state-of-the-art rubber spider and its highly realistic, blood-curdling fangs, the face of combat has changed forever,” said CEO James Taiclet, explaining that the long-range, 250-foot-tall precision latex arachnid could be deployed anywhere in the world to scare the living daylights out of anyone in a 3,000-mile radius. “Enemy combatants are sure to flee when they see these immense, cutting-edge rubber spiders dropped into a war zone. Its power to freak out even the most well-trained military forces in the world should not be overstated.” Reached for comment, U.N. official confirmed they had drafted a resolution condemning the use of giant rubber spiders in war zones as inhumane and gross.

",0
Cardinal With 3-Foot Vertical Leap Emerges As Frontrunner In Papal Combine,https://theonion.com/cardinal-with-3-foot-vertical-leap-emerges-as-frontrunner-in-papal-combine/,The Onion,,2025-02-28T08:00:00-06:00,"VATICAN CITY—Revealing that he had quickly distinguished himself at the four-day invitation-only event, Vatican sources confirmed Friday that Cardinal Timothy M. Dolan, a 75-year-old American prelate with a 3-foot vertical leap, had emerged as the frontrunner in the Papal Combine. “The College of Cardinals has produced some strong prospects this time around, but Dolan’s basilica agility time of 10.8 seconds has made this his papacy to lose,” said Catholicism analyst Dave Hutchins, adding that high-ranking members of the Holy See hadn’t seen vertical prowess like Dolan’s since the legendary John Paul II era. “These cardinals have been training their whole lives for this, but when the whistle blows for the 40-yard baptism dash, Dolan’s leaving them all in the dust. That 3-foot vertical is putting him way closer to God than any of the other pontifex maximus hopefuls. Every drill they run, Dolan’s at the front of the pack. He’s swinging that censer the fastest. He’s weaving through those cones and glasses of sacramental wine without spilling a drop of holy water. This is a cardinal in his physical and spiritual prime, and frankly, it’s an exciting time to be Catholic.” At press time, Cardinal Dolan had reportedly dropped out of the combine after a blood test came back positive for Protestantism.

",0
Andrew Tate Grabs Some Romanians From Airport Gift Shop,https://theonion.com/andrew-tate-grabs-some-romanians-from-airport-gift-shop/,The Onion,,2025-02-28T08:00:00-06:00,,0
Jeff Bezos Sends Note To Whole Foods Staff Forbidding Criticism Of Grapes,https://theonion.com/jeff-bezos-sends-note-to-whole-foods-staff-forbidding-criticism-of-grapes/,The Onion,,2025-02-27T16:01:04-06:00,"MIAMI—Asserting that many differing perspectives on the fruit were readily available online, billionaire Jeff Bezos reportedly sent a note to staff at the Amazon-owned Whole Foods this week strictly forbidding the criticism of grapes. “I grew up eating grapes and proudly so,” said Bezos, who emphasized the role grapes have played in shaping American culture and expressed his commitment to defending them as a fun and sweet snack. “Bite-sized, flavorful, and healthy treats like grapes are right for America, and I feel this viewpoint has been underserved in grocery stores around the country until now. Supporting grapes is ethical and practical. Grapes are perfect whether you’re on the go or sitting down for lunch, and they greatly reduce hunger among all Americans.” The note concluded with an acknowledgement that leadership changes were already underway to select produce managers who would support this new direction.

",0
Department Of Education Sternly Announces It Is Counting To 3,https://theonion.com/department-of-education-sternly-announces-it-is-counting-to-3/,The Onion,,2025-02-27T12:36:30-06:00,"WASHINGTON—Insisting they were serious this time as they addressed all 340 million Americans, officials with the U.S. Department of Education sternly announced Thursday that they were counting to three. “All right, we’re not playing around here, guys—you do not want to see what happens when we get to three,” department spokesperson Ella Reiss said during a press conference, rapidly switching the lights on and off in the briefing room and then snapping several times to get the country’s full attention. “Darryl Fulbright of Akron, OH, we see you there! Don’t even think of it, mister. Fine, fine! You asked for it. One…two…two and a half…” At press time, the Department of Education was reportedly drawing a tally mark next to the country’s name and saying it was on very thin ice.

",0
All Of The Changes Coming To Starbucks,https://theonion.com/all-of-the-changes-coming-to-starbucks/,The Onion,,2025-02-27T11:27:48-06:00,"In an effort to win back customers and boost profits, Starbucks’ new CEO Brian Niccol is implementing sweeping changes.Here is a selection of the innovations Niccol is making.

Baristas will use Sharpies to get high at work again

Introducing new seasonal menu items like the Ground’s Thawed So We Can Finally Bury Grandma Day Latte

Bringing back in-store cows for self-service milk station

Some new focaccia aioli harissa egg thing that will still taste like its been sitting out for 30 years

Free espresso shots for kids under 5

Removing your favorite drink from the menu and burning all files that contained the recipe

Waste reduced by introduction of communal straw

All employees must purchase something before being able to use the bathroom

Free coffee on day of your death

“Streamlined ordering process” and other ways to not say laying a bunch of people off

",0
Study Finds Revving Corvette Outside Her Office Best Way To Show Ex What She’s Missing,https://theonion.com/study-finds-revving-corvette-outside-her-office-best-way-to-show-ex-what-shes-missing/,The Onion,,2025-02-27T10:21:04-06:00,"BOSTON—In a new study conducted to examine the effects of high-octane vehicles on getting her back once and for all, researchers have concluded that revving the engine of a Corvette convertible outside your ex-girlfriend’s office is the best way to show her what she’s missing. “According to our data, the efficacy of pulling up to the parking lot of her office plaza in your sweet-ass ride is nearly unmatched in terms of convincing her to get back together, and when you incorporate the act of gunning the engine until a huge cloud of exhaust pours out of the tailpipe, those results nearly triple,” lead researcher Tanya Kramer told reporters Thursday, explaining that the study also found a strong correlation between blasting AC/DC’s “T.N.T.” from the car’s killer speakers and your ex-girlfriend finally seeing the error of her ways. “When presented with the sight of a misunderstood bad boy doing donuts in the parking lot right outside their workplace, nine out of 10 of participants reacted with total awe and intense sexual arousal that left them pining after the relationship they once had.” Researchers added that these results were only obtained in cases where drivers left their tinted windows rolled up to conceal their tears.

",0
